tios_groupid,group_name,base,cow_id1,Education_count,Health_count,Security_count,Financial_count,Disaster_count,PublicServices_count,Religious_count,Total_Service_count,Religious,PublicServices,NatDisaster,FinancialJobsWelfareSubsidies,SecurityJustice,HealthEmergency,EducationYouthRecreation,service_coverage,PctEducationYouthRecreation,pctHealthEmergency,pctFinancialJobsWelfareSubsidies,pctSecurityJustice,pctNatDisaster,pctPublicServices,pctReligious,pctMadrassas,pctTunnels,pctUncertain,service_involvement,top_services,logtotal,logservice_coverage,Total_Service_Normalized,Education_Normalized,Health_Normalized,Security_Normalized,Financial_Normalized,Disaster_Normalized,Public_Normalized,Religious_Normalized,Total_Service_Rank,Total_Service_Percentile,Education_count_rank,Education_count_percentile,Health_count_rank,Health_count_percentile,Security_count_rank,Security_count_percentile,Financial_count_rank,Financial_count_percentile,Disaster_count_rank,Disaster_count_percentile,PublicServices_count_rank,PublicServices_count_percentile,Religious_count_rank,Religious_count_percentile,Total_Service_count_rank,Total_Service_count_percentile,PC_TotalServiceCount,RANK_PC_TSC,Norm_RANK_PC_TSC,PC_Education_count,RANK_PC_Education_count,Norm_RANK_PC_Education_count,PC_Health_count,RANK_PC_Health_count,Norm_RANK_PC_Health_count,PC_Security_count,PC_Financial_count,RANK_PC_Financial_count,Norm_RANK_PC_Financial_count,PC_Disaster_count,RANK_PC_Disaster_count,Norm_RANK_PC_Disaster_count,PC_PublicServices_count,RANK_PC_PublicServices_count,Norm_RANK_PC_PublicServ_count,PC_Religious_count,RANK_PC_Religious_count,Norm_RANK_PC_Religious_count,RANK_PC_Security_count,Norm_RANK_PC_Security_count,TotalNewsCoverage,year
456,al-Ahwal Brigades,Iraq,645,12,2,9,15,84,28,2,188,1,1,1,1,1,1,1,8,.063829787,.010638298,.079787232,.047872342,.44680852,.14893617,.010638298,0,0,.19148937,188,1,10.059337,2.0794415,.0073345816,.0017286085,.00054945057,.0021639818,.0062919464,.022844709,.003715992,.00051706308,125,.68274111,126.5,.67893404,81,.79441625,115,.70812184,140.5,.64340103,290.5,.26269037,87,.7791878,81,.79441625,125,.68274111,.016608229,125,.31725889,.011123264,126.5,.32106599,.0031950923,81,.20558375,.0031950923,.015870329,140.5,.35659897,.14408974,288.5,.73223352,.0065991976,87,.22081219,.0029757477,81,.20558375,115,.29187816,23373,1
387,al-Saiqa,"Lebanon, Syria, West Bank/Gaza",660,13,40,9,37,3,164,11,342,1,1,1,1,1,1,1,10,.038011696,.11695907,.10818713,.02631579,.0087719299,.47953215,.032163743,.0087719299,.011695907,.16959064,18,1,10.82959,2.3025851,.013342696,.0018726592,.010989011,.0021639818,.015520134,.00081588252,.021765096,.002843847,158,.59898478,130.5,.6687817,211,.46446702,115,.70812184,184.5,.53172588,128,.67512691,183.5,.53426397,150,.61928934,158,.59898478,.030212842,157,.39847717,.012050203,130.5,.33121827,.063901849,209,.53045684,.063901849,.039146811,183.5,.46573603,.0051460625,128,.32487309,.038652442,181.5,.46065989,.016366612,150,.38071066,115,.29187816,50493,19
110,Jordanian Islamic Resistance,Jordan,663,5,9,9,18,0,85,7,155,1,1,0,1,1,1,1,9,.032258064,.058064517,.11612903,.058064517,0,.54838711,.045161292,.012903226,.012903226,.11612903,51.666668,1,9.5799017,2.1972246,.0060471287,.00072025351,.0024725276,.0021639818,.0075503355,0,.01128069,.0018097208,115,.70812184,87,.7791878,140,.64467007,115,.70812184,148,.62436551,41,.89593911,139.5,.64593911,133,.66243654,115,.70812184,.013692955,115,.29187816,.0046346933,87,.22081219,.014377915,140,.35532996,.014377915,.019044394,148,.37563452,0,41,.10406091,.020033279,139.5,.35406092,.010415117,133,.33756346,115,.29187816,14471,3
325,New Pattani United Liberation Organization (New PULO),Thailand,800,8,3,9,20,20,148,6,245,1,1,1,1,1,1,1,9,.03265306,.012244898,.081632651,.036734693,.081632651,.60408163,.024489796,0,.0040816325,.12244898,22.272728,1,9.9219656,2.1972246,.0095583647,.0011524056,.00082417583,.0021639818,.0083892616,.0054392167,.019641671,.0015511892,140,.64467007,108,.72588831,91,.76903552,115,.70812184,155.5,.60532993,208,.47208121,174,.55837566,129,.67258883,140,.64467007,.021643702,140,.35532996,.0074155093,108,.27411169,.0047926386,91,.23096447,.0047926386,.021160439,155.5,.39467004,.034307081,206,.52284265,.034881473,172,.43654823,.0089272428,129,.32741117,115,.29187816,20373,11
321,Front for the Liberation of the Cabinda Enclave - Renewed,Angola,540,64,8,9,59,12,167,4,499,1,1,1,1,1,1,1,8,.12825651,.016032064,.11823647,.018036073,.024048096,.33466935,.0080160322,0,0,.35270542,14.676471,1,11.537062,2.0794415,.019467853,.0092192451,.0021978023,.0021639818,.024748322,.0032635301,.022163238,.0010341262,181,.54060912,198,.49746192,133.5,.6611675,115,.70812184,206,.47715735,178.5,.54695433,187,.52538073,107.5,.72715735,181,.54060912,.044082478,179,.45431471,.059324075,196,.49746192,.012780369,133.5,.3388325,.012780369,.062423293,204,.51776648,.02058425,178.5,.4530457,.039359502,185,.46954316,.0059514954,107.5,.27284265,115,.29187816,102443,34
165,Soldiers of the Prophet's Companions,Iraq,645,14,6,9,11,13,80,1,163,1,1,1,1,1,1,1,9,.08588957,.036809817,.067484662,.055214725,.079754598,.49079755,.0061349692,0,.012269938,.16564417,163,1,9.7905989,2.1972246,.0063592386,.0020167099,.0016483517,.0021639818,.0046140938,.0035354909,.01061712,.00025853154,118,.70050764,134.5,.65862942,116.5,.70431471,115,.70812184,122,.6903553,182,.53807104,134,.65989846,64.5,.83629441,118,.70050764,.014399688,118,.29949239,.012977142,134.5,.34137055,.0095852772,116.5,.29568529,.0095852772,.011638241,122,.30964467,.022299604,182,.46192893,.018854851,134,.34010151,.0014878738,64.5,.16370559,115,.29187816,17865,1
204,EYAL (Fighting Jewish Organization),"Israel, West Bank/Gaza",666,38,4,9,37,4,79,16,222,1,1,1,1,1,1,1,8,.17117117,.018018018,.16666667,.040540539,.018018018,.35585585,.072072074,0,0,.15765765,111,1,10.031133,2.0794415,.0086610485,.0054739267,.0010989011,.0021639818,.015520134,.0010878433,.010484406,.0041365046,133,.66243654,180,.54314721,101,.74365485,115,.70812184,184.5,.53172588,138,.64974618,132.5,.66370559,172,.56345177,133,.66243654,.019611845,133,.33756346,.03522367,180,.45685279,.0063901846,101,.25634518,.0063901846,.039146811,183.5,.46573603,.0068614166,138,.35025382,.018619165,132.5,.33629441,.023805982,171.5,.43527919,115,.29187816,22723,2
201,Jammu and Kashmir Islamic Front,"India, Kashmir",750,70,3,10,8,73,116,11,419,1,1,1,1,1,1,1,8,.16706444,.0071599046,.019093079,.023866348,.17422435,.27684963,.026252983,0,0,.30548927,59.857143,1,10.458895,2.0794415,.016346755,.01008355,.00082417583,.0024044241,.0033557047,.019853141,.015394825,.002843847,169,.57106596,206.5,.47588831,91,.76903552,120.5,.69416243,105,.73350257,282.5,.28299493,158,.59898478,150,.61928934,169,.57106596,.037015148,168,.42639595,.064885706,204.5,.51903552,.0047926386,91,.23096447,.0047926386,.0084641753,105,.26649746,.12522085,280.5,.71192896,.027339533,157,.39847717,.016366612,150,.38071066,120.5,.30583757,34853,7
433,Nation of Yahweh,United States,2,17,1,10,36,4,135,2,333,1,1,1,1,1,1,1,9,.05105105,.0030030031,.10810811,.030030031,.012012012,.4054054,.0060060062,0,.0090090092,.37537539,30.272728,1,10.919968,2.1972246,.012991573,.002448862,.00027472529,.0024044241,.015100671,.0010878433,.017916391,.00051706308,157,.60152286,145,.6319797,67,.82994926,120.5,.69416243,181.5,.53934008,138,.64974618,167,.57614213,81,.79441625,157,.60152286,.029417766,156,.39593908,.015757957,145,.3680203,.0015975462,67,.17005076,.0015975462,.038088787,180.5,.45812184,.0068614166,138,.35025382,.031817559,166,.42131978,.0029757477,81,.20558375,120.5,.30583757,55269,11
300,Jihad Committee,India,750,18,4,10,31,76,189,7,459,1,1,1,1,1,1,1,9,.039215688,.0087145967,.067538127,.021786492,.16557734,.41176471,.015250545,0,.0043572984,.2657952,22.950001,1,10.982697,2.1972246,.017907303,.0025929126,.0010989011,.0024044241,.013003356,.020669024,.025082946,.0018097208,177,.5507614,148,.62436551,101,.74365485,120.5,.69416243,175,.55583757,284.5,.27791879,193.5,.50888324,133,.66243654,177,.5507614,.040548813,175,.44416243,.016684897,148,.37563452,.0063901846,101,.25634518,.0063901846,.032798681,175,.44416243,.13036692,282.5,.71700507,.044544585,191.5,.48604062,.010415117,133,.33756346,120.5,.30583757,58847,20
199,Jamiat ul-Mujahedin (JuM),"Kashmir, Pakistan",770,21,0,10,7,17,21,5,124,1,1,1,1,1,0,1,7,.16935484,0,.056451611,.080645159,.13709678,.16935484,.040322579,0,0,.34677419,7.75,1,9.7357197,1.9459101,.004837703,.0030250647,0,.0024044241,.0029362417,.0046233344,.002786994,.0012926577,97,.75380713,151.5,.61548221,29.5,.92512691,120.5,.69416243,101,.74365485,200.5,.49111676,75.5,.80837566,121,.69289339,97,.75380713,.010954363,97,.24619289,.019465713,151.5,.38451776,0,29.5,.074873097,0,.0074061533,101,.25634518,.029161021,199.5,.50634515,.0049493983,75.5,.19162436,.0074393693,121,.30710658,120.5,.30583757,16911,16
283,Anti-Imperialist International Brigade,Lebanon,660,12,30,11,14,0,32,12,235,1,1,0,1,1,1,1,7,.051063828,.12765957,.05957447,.046808511,0,.13617021,.051063828,0,0,.5276596,117.5,1,10.023091,1.9459101,.0091682272,.0017286085,.0082417587,.0026448665,.0058724834,0,.0042468482,.0031023785,137.5,.65101522,126.5,.67893404,194.5,.50634515,123,.68781728,136.5,.65355331,41,.89593911,92,.76649743,156.5,.60279191,137.5,.65101522,.020760287,137.5,.34898478,.011123264,126.5,.32106599,.047926385,193.5,.49111676,.047926385,.014812307,136.5,.34644669,0,41,.10406091,.0075419401,92,.23350254,.017854486,156.5,.39720812,123,.31218275,22541,2
422,Revolutionary Front for Communism,Italy,325,1,15,12,10,0,5,5,59,1,1,0,1,1,1,1,8,.016949153,.25423729,.16949153,.20338982,0,.084745765,.084745765,0,.016949153,.16949153,5.9000001,1,8.5430555,2.0794415,.0023018103,.0001440507,.0041208793,.002885309,.0041946308,0,.00066357001,.0012926577,68,.82741117,43,.89086294,162,.5888325,127.5,.67639595,115.5,.70685279,41,.89593911,36,.90862942,121,.69289339,68,.82741117,.005212157,68,.17258883,.00092693866,43,.10913706,.023963192,162,.4111675,.023963192,.010580219,115.5,.29314721,0,41,.10406091,.0011784282,36,.09137056,.0074393693,121,.30710658,127.5,.32360405,5131,10
334,Lashkar-e-Jabbar (LeJ),"India, Kashmir",750,41,2,12,17,49,41,5,201,1,1,1,1,1,1,1,9,.2039801,.0099502485,.084577113,.059701491,.24378109,.2039801,.024875622,.0049751243,0,.1641791,40.200001,1,10.24292,2.1972246,.0078417603,.005906079,.00054945057,.002885309,.0071308725,.013326081,.005441274,.0012926577,129,.67258883,182.5,.53680205,81,.79441625,127.5,.67639595,145,.6319797,262.5,.33375636,106.5,.72969544,121,.69289339,129,.67258883,.017756671,129,.32741117,.038004488,182,.46192893,.0031950923,81,.20558375,.0031950923,.017986372,145,.3680203,.084052354,260.5,.6611675,.0096631106,106.5,.27030456,.0074393693,121,.30710658,127.5,.32360405,28083,5
401,Cambodian Freedom Fighters (CFF),"Cambodia, United States",811,41,120,12,133,9,260,36,782,1,1,1,1,1,1,1,10,.052429669,.15345268,.17007673,.015345269,.011508951,.33248082,.046035804,.010230179,.015345269,.19309463,260.66666,1,11.662251,2.3025851,.03050874,.005906079,.032967035,.002885309,.055788592,.0024476475,.034505639,.0093071358,200.5,.49111676,182.5,.53680205,275.5,.30076143,127.5,.67639595,254,.35532996,164,.58375633,201,.48984772,212,.46192893,200.5,.49111676,.069083162,198.5,.50380713,.038004488,182,.46192893,.19170554,273.5,.69416243,.19170554,.14071691,252,.6395939,.015438187,164,.41624364,.061278265,199,.50507617,.053563457,210,.53299493,127.5,.32360405,116105,3
424,Breton Revolutionary Army,France,220,1,15,12,10,0,5,5,59,1,1,0,1,1,1,1,8,.016949153,.25423729,.16949153,.20338982,0,.084745765,.084745765,0,.016949153,.16949153,29.5,1,8.5430555,2.0794415,.0023018103,.0001440507,.0041208793,.002885309,.0041946308,0,.00066357001,.0012926577,68,.82741117,43,.89086294,162,.5888325,127.5,.67639595,115.5,.70685279,41,.89593911,36,.90862942,121,.69289339,68,.82741117,.005212157,68,.17258883,.00092693866,43,.10913706,.023963192,162,.4111675,.023963192,.010580219,115.5,.29314721,0,41,.10406091,.0011784282,36,.09137056,.0074393693,121,.30710658,127.5,.32360405,5131,2
431,Mujahideen Shura Council,Iraq,645,54,22,12,57,47,336,5,642,1,1,1,1,1,1,1,9,.084112152,.034267914,.088785045,.018691588,.073208719,.52336448,.0077881622,0,.0015576323,.1682243,642,1,11.687223,2.1972246,.025046816,.0077787382,.0060439561,.002885309,.023909396,.012782159,.044591904,.0012926577,192.5,.51142132,192,.51269037,184.5,.53172588,127.5,.67639595,202,.48730963,259.5,.34137055,211,.46446702,121,.69289339,192.5,.51142132,.056715336,190.5,.48350254,.050054688,191,.48477158,.035146017,184.5,.46827412,.035146017,.060307249,200,.5076142,.080621645,257.5,.65355331,.079190373,209,.53045684,.0074393693,121,.30710658,127.5,.32360405,119041,1
77,National Socialist Council of Nagaland-Khaplang (NSCN-K),"Burma (Myanmar), India",775,82,9,12,3,4,85,1,236,1,1,1,1,1,1,1,8,.34745762,.038135592,.012711864,.050847456,.016949153,.3601695,.0042372881,0,0,.16949153,29.5,1,10.380498,2.0794415,.0092072412,.011812158,.0024725276,.002885309,.0012583892,.0010878433,.01128069,.00025853154,139,.64720809,212.5,.46065989,140,.64467007,127.5,.67639595,69.5,.82360405,138,.64974618,139.5,.64593911,64.5,.83629441,139,.64720809,.020848628,139,.35279188,.076008976,210.5,.53426397,.014377915,140,.35532996,.014377915,.0031740658,69.5,.17639594,.0068614166,138,.35025382,.020033279,139.5,.35406092,.0014878738,64.5,.16370559,127.5,.32360405,32225,8
282,Boere Aanvals Troepe (BAT),South Africa,560,0,0,12,14,0,2,4,39,1,1,0,1,1,0,0,5,0,0,.35897437,.30769232,0,.051282052,.1025641,0,0,.17948718,39,1,8.5554523,1.6094379,.0015215356,0,0,.002885309,.0058724834,0,.00026542801,.0010341262,55,.8604061,19,.95177662,29.5,.92512691,127.5,.67639595,136.5,.65355331,41,.89593911,17.5,.95558375,107.5,.72715735,55,.8604061,.003445324,55,.13959391,0,19,.04822335,0,29.5,.074873097,0,.014812307,136.5,.34644669,0,41,.10406091,.00047137126,17.5,.044416245,.0059514954,107.5,.27284265,127.5,.32360405,5195,1
407,Guardsmen of Islam,"Germany, Iran",255,0,6,12,6,0,9,25,72,1,1,0,1,1,1,0,6,0,.083333336,.083333336,.16666667,0,.125,.34722221,0,0,.19444445,18,1,8.949625,1.7917595,.0028089888,0,.0016483517,.002885309,.0025167784,0,.001194426,.0064632883,75,.8096447,19,.95177662,116.5,.70431471,127.5,.67639595,97.5,.75253808,41,.89593911,50.5,.87182742,195,.50507617,75,.8096447,.0063605984,75,.19035533,0,19,.04822335,.0095852772,116.5,.29568529,.0095852772,.0063481317,97.5,.24746193,0,41,.10406091,.0021211707,50.5,.12817259,.037196845,193,.48984772,127.5,.32360405,7705,4
347,Dukhtaran-e-Millat,"India, Kashmir",750,82,8,13,14,23,106,12,384,1,1,1,1,1,1,1,9,.21354167,.020833334,.036458332,.033854168,.059895832,.27604166,.03125,0,.0026041667,.32552084,20.210526,1,10.58661,2.1972246,.014981274,.011812158,.0021978023,.0031257514,.0058724834,.0062550991,.014067684,.0031023785,163,.58629441,212.5,.46065989,133.5,.6611675,133.5,.6611675,136.5,.65355331,215.5,.4530457,154,.60913706,156.5,.60279191,163,.58629441,.03392319,162,.4111675,.076008976,210.5,.53426397,.012780369,133.5,.3388325,.012780369,.014812307,136.5,.34644669,.039453145,213.5,.54187816,.024982678,153,.38832489,.017854486,156.5,.39720812,133.5,.3388325,39601,19
34,Guatemalan Labor Party,Guatemala,90,124,6,13,8,3,34,21,235,1,1,1,1,1,1,1,8,.5276596,.025531914,.034042552,.055319149,.012765957,.14468086,.089361705,0,0,.1106383,5.340909,1,10.655305,2.0794415,.0091682272,.017862288,.0016483517,.0031257514,.0033557047,.00081588252,.004512276,.0054291622,137.5,.65101522,237,.39847717,116.5,.70431471,133.5,.6611675,105,.73350257,128,.67512691,94,.76142132,184.5,.53172588,137.5,.65101522,.020760287,137.5,.34898478,.1149404,235,.59644669,.0095852772,116.5,.29568529,.0095852772,.0084641753,105,.26649746,.0051460625,128,.32487309,.0080133118,94,.23857868,.031245351,183.5,.46573603,133.5,.3388325,42417,44
164,Revolutionary Armed Forces of the People (FARP),Mexico,70,44,69,13,220,63,567,44,1346,1,1,1,1,1,1,1,9,.032689448,.051263001,.16344725,.0096582463,.046805348,.42124814,.032689448,0,.0014858841,.24071322,1346,1,12.624773,2.1972246,.052512486,.0063382313,.018956045,.0031257514,.092281878,.017133532,.075248837,.011375388,221,.43908629,186.5,.52664977,236,.40101522,133.5,.6611675,284,.27918783,275,.30203044,227,.42385787,220.5,.44035533,221,.43908629,.11890785,219,.55583757,.040785301,185.5,.47081217,.11023068,234,.59390861,.11023068,.23276483,282,.71573603,.10806731,273,.69289339,.13363375,225,.57106596,.065466449,218.5,.55456853,133.5,.3388325,303997,1
82,Kuki Revolutionary Army,India,750,0,0,13,4,0,8,0,28,0,1,0,1,1,0,0,4,0,0,.14285715,.4642857,0,.2857143,0,0,0,.10714286,4,1,8.4673729,1.3862944,.0010923846,0,0,.0031257514,.0016778524,0,.001061712,0,44,.88832486,19,.95177662,29.5,.92512691,133.5,.6611675,81.5,.79314721,41,.89593911,45,.88578683,28,.92893404,44,.88832486,.002473566,44,.11167513,0,19,.04822335,0,29.5,.074873097,0,.0042320876,81.5,.20685279,0,41,.10406091,.001885485,45,.1142132,0,28,.071065992,133.5,.3388325,4757,7
226,Salah al-Din Battalions,"Israel, West Bank/Gaza",666,2,1,14,4,1,68,28,144,1,1,1,1,1,1,1,8,.013888889,.0069444445,.027777778,.097222224,.0069444445,.47222221,.19444445,0,0,.18055555,24,1,9.4235954,2.0794415,.0056179776,.00028810141,.00027472529,.0033661937,.0016778524,.00027196083,.0090245521,.0072388831,110,.7208122,54,.86294419,67,.82994926,137,.65228426,81.5,.79314721,93,.76395941,126,.68020302,201,.48984772,110,.7208122,.012721197,110,.27918783,.0018538773,54,.13705584,.0015975462,67,.17005076,.0015975462,.0042320876,81.5,.20685279,.0017153542,93,.23604061,.016026624,126,.31979695,.041660469,199,.50507617,137,.34771574,12377,6
390,Hammerskin Nation,United States,2,22,92,14,63,2,158,6,398,1,1,1,1,1,1,1,9,.055276383,.23115578,.15829146,.035175879,.0050251256,.39698493,.015075377,0,.022613065,.080402009,22.111111,1,10.922931,2.1972246,.015527465,.0031691156,.025274726,.0033661937,.026426174,.00054392166,.020968812,.0015511892,165,.5812183,154,.60913706,256.5,.34898478,137,.65228426,211.5,.46319798,114,.71065992,180.5,.54187816,129,.67258883,165,.5812183,.035159975,164,.41624364,.020392651,154,.39086294,.14697425,254.5,.64593911,.14697425,.066655383,209.5,.53172588,.0034307083,114,.28934011,.03723833,178.5,.4530457,.0089272428,129,.32741117,137,.34771574,55433,18
418,Gazteriak,France,220,2,10,14,37,0,0,6,86,1,0,0,1,1,1,1,7,.023255814,.11627907,.43023255,.1627907,0,0,.069767445,0,.023255814,.1744186,14.333333,1,8.6567812,1.9459101,.0033551811,.00028810141,.0027472528,.0033661937,.015520134,0,0,.0015511892,83,.78934008,54,.86294419,144.5,.63324875,137,.65228426,184.5,.53172588,41,.89593911,4,.98984772,129,.67258883,83,.78934008,.0075973812,83,.21065989,.0018538773,54,.13705584,.015975462,144.5,.36675128,.015975462,.039146811,183.5,.46573603,0,41,.10406091,0,4,.010152284,.0089272428,129,.32741117,137,.34771574,5749,6
128,Justice Commandos for the Armenian Genocide,"Lebanon, United States",660,7,43,15,30,2,66,10,318,1,1,1,1,1,1,1,9,.022012578,.13522013,.094339624,.047169812,.006289308,.20754717,.031446543,0,.006289308,.44968554,39.75,1,10.463988,2.1972246,.012406367,.0010083549,.011813187,.0036066363,.012583893,.00054392166,.0087591242,.0025853154,153,.61167514,102.5,.73984772,217,.44923857,140,.64467007,172,.56345177,114,.71065992,125,.68274111,145,.6319797,153,.61167514,.028092641,153,.38832489,.0064885709,102.5,.26015228,.068694487,215,.54568529,.068694487,.031740658,172,.43654823,.0034307083,114,.28934011,.015555251,125,.31725889,.014878739,145,.3680203,140,.35532996,35031,8
106,Eritrean Islamic Jihad Movement (EIJM),"Eritrea, Ethiopia, Sudan",531,44,27,15,54,10,292,12,541,1,1,1,1,1,1,1,9,.081330866,.04990758,.09981516,.027726432,.018484289,.53974122,.022181146,.033271719,0,.12754159,33.8125,1,11.075706,2.1972246,.021106429,.0063382313,.0074175824,.0036066363,.022651007,.0027196084,.038752489,.0031023785,186,.52791876,186.5,.52664977,190,.51776648,140,.64467007,197.5,.49873096,168.5,.572335,205,.47969544,156.5,.60279191,186,.52791876,.04779283,184,.46700507,.040785301,185.5,.47081217,.043133747,189,.47969544,.043133747,.057133183,195.5,.4961929,.017153541,168.5,.42766497,.068820208,203,.51522845,.017854486,156.5,.39720812,140,.35532996,64583,16
341,Hezb-e Azadi-ye Afghanistan,Afghanistan,700,29,7,15,8,16,45,5,148,1,1,1,1,1,1,1,9,.19594595,.047297299,.054054055,.10135135,.10810811,.30405405,.033783782,.0067567569,0,.14864865,16.444445,1,10.127551,2.1972246,.0057740323,.0041774707,.0019230769,.0036066363,.0033557047,.0043513733,.0059721302,.0012926577,112,.71573603,171,.56598985,126,.68020302,140,.64467007,105,.73350257,194,.5076142,110,.7208122,121,.69289339,112,.71573603,.013074563,112,.28426397,.026881222,171,.43401015,.011182823,126,.31979695,.011182823,.0084641753,105,.26649746,.027445666,193,.48984772,.010605853,110,.27918783,.0074393693,121,.30710658,140,.35532996,25023,9
437,Save Kashmir Movement,"India, Kashmir",750,4,12,16,15,12,141,3,231,1,1,1,1,1,1,1,9,.017316017,.051948052,.064935066,.069264069,.051948052,.61038959,.012987013,0,.0086580086,.11255411,57.75,1,10.076305,2.1972246,.009012172,.00057620282,.0032967033,.0038470787,.0062919464,.0032635301,.018712673,.00077559461,136,.65482235,75,.8096447,151,.61675125,143,.63705581,140.5,.64340103,178.5,.54695433,169.5,.56979698,94,.76142132,136,.65482235,.020406919,136,.34517765,.0037077547,75,.19035533,.019170554,151,.38324872,.019170554,.015870329,140.5,.35659897,.02058425,178.5,.4530457,.033231676,168,.42639595,.0044636214,94,.23857868,143,.36294416,23773,4
399,al-Sadr Brigades,"Lebanon, Syria",660,16,34,16,37,1,145,4,290,1,1,1,1,1,1,1,10,.055172414,.11724138,.1275862,.055172414,.0034482758,.5,.013793103,.0034482758,.0068965517,.11724138,10.357142,1,10.605471,2.3025851,.011313982,.0023048113,.0093406597,.0038470787,.015520134,.00027196083,.019243531,.0010341262,147,.62690353,142.5,.63832486,201.5,.48857868,143,.63705581,184.5,.53172588,93,.76395941,171.5,.56472081,107.5,.72715735,147,.62690353,.025619077,147,.37309644,.014831019,142.5,.36167511,.054316569,200.5,.50888324,.054316569,.039146811,183.5,.46573603,.0017153542,93,.23604061,.034174416,169.5,.43020305,.0059514954,107.5,.27284265,143,.36294416,40355,28
16,Guerrilla Army of the Poor,Guatemala,90,92,14,16,117,24,384,15,1011,1,1,1,1,1,1,1,9,.090999007,.013847675,.115727,.015825914,.023738872,.37982196,.014836796,0,.011869436,.33333334,24.658537,1,12.12287,2.1972246,.039442886,.013252665,.0038461538,.0038470787,.049077183,.0065270602,.050962176,.0038779732,210,.46700507,217,.44923857,157,.60152286,143,.63705581,244.5,.37944162,217.5,.44796956,217,.44923857,167.5,.57487309,210,.46700507,.089313403,208,.52791876,.085278362,215,.54568529,.022365646,157,.39847717,.022365646,.12378857,242.5,.61548221,.0411685,215.5,.54695433,.090503283,215,.54568529,.022318108,167.5,.42512691,143,.36294416,184033,41
348,Kanglei Yawol Kanna Lup (KYKL),India,750,22,5,17,0,0,27,2,84,1,1,0,0,1,1,1,6,.26190478,.05952381,0,.20238096,0,.32142857,.023809524,0,0,.13095239,7,1,9.0691223,1.7917595,.0032771535,.0031691156,.0013736264,.0040875212,0,0,.003583278,.00051706308,82,.79187816,154,.60913706,108.5,.72461927,145,.6319797,20.5,.94796956,41,.89593911,86,.78172588,81,.79441625,82,.79187816,.0074206977,82,.20812182,.020392651,154,.39086294,.0079877311,108.5,.2753807,.0079877311,0,20.5,.052030455,0,41,.10406091,.006363512,86,.21827412,.0029757477,81,.20558375,145,.3680203,8683,12
241,People's Revolutionary Army (Colombia),n/a,,30,70,18,62,5,181,20,446,1,1,1,1,1,1,1,10,.067264572,.15695067,.13901345,.040358745,.011210762,.40582961,.044843048,.0089686103,.0067264573,.11883408,40.545456,1,11.410151,2.3025851,.017400125,.0043215211,.01923077,.0043279636,.026006712,.0013598042,.024021234,.0051706308,175,.55583757,174.5,.55710661,237,.39847717,147,.62690353,209,.46954316,146.5,.62817258,191,.51522845,180.5,.54187816,175,.55583757,.039400373,174,.44162437,.027808161,174.5,.44289342,.11182823,235,.59644669,.11182823,.065597363,207,.52538073,.0085767703,146.5,.37182742,.0426591,189,.47969544,.029757477,179.5,.45558375,147,.37309644,90233,11
378,Hizb-I Islami Gulbuddin (HIG),"Afghanistan, Pakistan",700,4,18,18,2,1,62,22,171,1,1,1,1,1,1,1,8,.023391813,.10526316,.011695907,.10526316,.0058479533,.36257309,.12865497,0,0,.25730994,5.8965516,1,10.001929,2.0794415,.0066713481,.00057620282,.0049450551,.0043279636,.00083892618,.00027196083,.0082282685,.0056876941,119,.69796956,75,.8096447,172.5,.56218272,147,.62690353,56,.85786802,93,.76395941,121.5,.69162434,187,.52538073,119,.69796956,.015106421,119,.30203044,.0037077547,75,.19035533,.028755831,172.5,.43781725,.028755831,.0021160438,56,.14213198,.0017153542,93,.23604061,.014612509,121.5,.30837563,.032733224,186,.47208121,147,.37309644,22069,29
266,Purbo Banglar Communist Party (PBCP),Bangladesh,771,26,381,18,12,3,253,2,750,1,1,1,1,1,1,1,10,.034666665,.50800002,.016000001,.024,.0040000002,.33733332,.0026666666,.0026666666,.013333334,.057333332,250,1,11.193615,2.3025851,.0292603,.0037453184,.10467033,.0043279636,.0050335568,.00081588252,.033576641,.00051706308,199,.49492386,164,.58375633,357,.09390863,147,.62690353,128,.67512691,128,.67512691,200,.49238577,81,.79441625,199,.49492386,.066256233,197,.5,.024100406,164,.41624364,.60866511,355,.90101522,.60866511,.012696263,128,.32487309,.0051460625,128,.32487309,.059628464,198,.50253808,.0029757477,81,.20558375,147,.37309644,72665,3
301,Islamic Front for Iraqi Resistance - Salah-al-Din al-Ayyubi Brigades,Iraq,645,27,18,19,22,183,96,6,645,1,1,1,1,1,1,1,8,.041860465,.027906977,.034108527,.029457364,.28372094,.14883721,.0093023255,0,0,.42480621,645,1,11.215692,2.0794415,.025163857,.0038893691,.0049450551,.0045684059,.0092281876,.049768832,.012740544,.0015511892,194,.5076142,167,.57614213,172.5,.56218272,151,.61675125,161,.59137058,330,.16243654,148,.62436551,129,.67258883,194,.5076142,.05698036,192,.48730963,.025027344,167,.42385787,.028755831,172.5,.43781725,.028755831,.023276482,161,.40862945,.3139098,328,.83248729,.022625821,148,.37563452,.0089272428,129,.32741117,151,.38324872,74287,1
