tios_groupid,group_name,base,cow_id1,Education_count,Health_count,Security_count,Financial_count,Disaster_count,PublicServices_count,Religious_count,Total_Service_count,Religious,PublicServices,NatDisaster,FinancialJobsWelfareSubsidies,SecurityJustice,HealthEmergency,EducationYouthRecreation,service_coverage,PctEducationYouthRecreation,pctHealthEmergency,pctFinancialJobsWelfareSubsidies,pctSecurityJustice,pctNatDisaster,pctPublicServices,pctReligious,pctMadrassas,pctTunnels,pctUncertain,service_involvement,top_services,logtotal,logservice_coverage,Total_Service_Normalized,Education_Normalized,Health_Normalized,Security_Normalized,Financial_Normalized,Disaster_Normalized,Public_Normalized,Religious_Normalized,Total_Service_Rank,Total_Service_Percentile,Education_count_rank,Education_count_percentile,Health_count_rank,Health_count_percentile,Security_count_rank,Security_count_percentile,Financial_count_rank,Financial_count_percentile,Disaster_count_rank,Disaster_count_percentile,PublicServices_count_rank,PublicServices_count_percentile,Religious_count_rank,Religious_count_percentile,Total_Service_count_rank,Total_Service_count_percentile,PC_TotalServiceCount,RANK_PC_TSC,Norm_RANK_PC_TSC,PC_Education_count,RANK_PC_Education_count,Norm_RANK_PC_Education_count,PC_Health_count,RANK_PC_Health_count,Norm_RANK_PC_Health_count,PC_Security_count,PC_Financial_count,RANK_PC_Financial_count,Norm_RANK_PC_Financial_count,PC_Disaster_count,RANK_PC_Disaster_count,Norm_RANK_PC_Disaster_count,PC_PublicServices_count,RANK_PC_PublicServices_count,Norm_RANK_PC_PublicServ_count,PC_Religious_count,RANK_PC_Religious_count,Norm_RANK_PC_Religious_count,RANK_PC_Security_count,Norm_RANK_PC_Security_count,TotalNewsCoverage,year
230,Terra Lliure (TL),Spain,230,29,14,120,13,1,150,9,401,1,1,1,1,1,1,1,8,.072319202,.034912717,.032418951,.29925188,.0024937657,.37406483,.022443891,0,0,.16209476,21.105263,1,11.082404,2.0794415,.015644507,.0041774707,.0038461538,.02885309,.0054530203,.00027196083,.0199071,.002326784,166,.57868022,171,.56598985,157,.60152286,245,.37817258,132.5,.66370559,93,.76395941,175.5,.55456853,140,.64467007,166,.57868022,.035425,165,.41878173,.026881222,171,.43401015,.022365646,157,.39847717,.022365646,.013754285,132.5,.33629441,.0017153542,93,.23604061,.035352845,173.5,.44035533,.013390864,140,.35532996,245,.62182742,65017,19
289,Peykar,"Iran, Switzerland",630,11,185,121,94,1,145,20,642,1,1,1,1,1,1,1,9,.017133957,.28816199,.14641744,.18847352,.0015576323,.22585669,.031152649,0,.0077881622,.093457945,91.714287,1,11.262243,2.1972246,.025046816,.0015845578,.050824177,.029093532,.039429531,.00027196083,.019243531,.0051706308,192.5,.51142132,120,.69543147,312,.20812182,246,.37563452,236,.40101522,93,.76395941,171.5,.56472081,180.5,.54187816,192.5,.51142132,.056715336,190.5,.48350254,.010196325,120,.30456853,.29554605,310,.78680205,.29554605,.09945406,234,.59390861,.0017153542,93,.23604061,.034174416,169.5,.43020305,.029757477,179.5,.45558375,246,.62436551,77827,7
355,Ansar Allah,Lebanon,660,460,85,127,164,523,755,47,2498,1,1,1,1,1,1,1,8,.18414731,.034027223,.065652519,.050840672,.2093675,.3022418,.018815052,0,0,.13490793,208.16667,1,12.580264,2.0794415,.097456306,.066263326,.023351649,.030536186,.068791948,.14223552,.10019907,.012150982,247,.37309644,326.5,.1713198,250.5,.3642132,247,.37309644,265,.32741117,371,.058375634,233.5,.4073604,224,.43147209,247,.37309644,.22067742,245,.62182742,.42639181,324.5,.82360405,.13579142,248.5,.63071066,.13579142,.17351559,263,.66751271,.89713019,369,.93654823,.17794265,231.5,.58756346,.069930069,222,.56345177,247,.62690353,290763,12
10,Janashakti,India,750,155,186,131,144,25,1258,108,2758,1,1,1,1,1,1,1,10,.056200147,.067440175,.052211747,.047498189,.0090645393,.45612764,.03915881,.0061638867,.0079767946,.25815809,197,1,12.524166,2.3025851,.10759988,.022327859,.051098902,.031497955,.060402684,.0067990208,.16695422,.027921407,250,.36548224,252,.3604061,313,.20558375,248,.37055838,257,.34771574,220,.44162437,273,.30710658,272,.30964467,250,.36548224,.24364625,248,.62944162,.14367549,250,.63451779,.29714358,311,.78934008,.29714358,.15235515,255,.64720809,.042883854,218,.55329949,.29649252,271,.68781728,.16069037,270,.68527919,248,.62944162,274901,14
178,Tontons Macoutes,Haiti,41,547,213,132,991,265,4328,137,8913,1,1,1,1,1,1,1,9,.061371032,.023897678,.11118591,.014809828,.029731853,.48558286,.015370807,0,.004712218,.25333783,270.09091,1,14.112741,2.1972246,.34772941,.078795739,.058516484,.0317384,.41568792,.072069623,.57438618,.03541882,369,.063451774,338,.14213198,320.5,.18654822,249,.3680203,365,.073604062,351,.10913706,382,.030456852,287,.2715736,369,.063451774,.78738904,367,.93147206,.50703549,336,.85279191,.34027734,318.5,.80837566,.34027734,1.0484997,363,.92131978,.45456883,349,.88578683,1.0200474,380,.96446699,.20383872,285,.72335023,249,.6319797,1346125,33
40,Bodo Liberation Tigers,"Bhutan, India",760,14,6,134,71,8,25,85,486,1,1,1,1,1,1,1,9,.028806584,.012345679,.14609054,.27572018,.016460905,.051440328,.17489712,0,.012345679,.28189301,69.428574,1,10.919244,2.1972246,.018960673,.0020167099,.0016483517,.032219283,.02978188,.0021756866,.0033178499,.02197518,179,.54568529,134.5,.65862942,116.5,.70431471,250,.36548224,215,.45431471,159,.59644669,82,.79187816,253.5,.35659897,179,.54568529,.042934038,177,.44923857,.012977142,134.5,.34137055,.0095852772,116.5,.29568529,.0095852772,.075119555,213,.54060912,.013722833,159,.40355331,.0058921408,82,.20812182,.12646927,251.5,.63832486,250,.63451779,55229,7
439,Japanese Red Army (JRA),"Japan, Lebanon",740,401,60,136,432,196,6417,118,9042,1,1,1,1,1,1,1,9,.044348594,.0066356999,.047777042,.01504092,.02167662,.70968813,.01305021,0,.00486618,.13691661,301.39999,1,13.60743,2.1972246,.35276216,.057764333,.016483517,.03270017,.18120806,.053304326,.85162574,.030506723,370,.060913704,317,.19543147,231,.41370559,251,.36294416,323,.18020305,335,.14974619,394,0,279,.29187816,370,.060913704,.79878515,368,.93401015,.3717024,315,.79949236,.09585277,229,.5812183,.09585277,.45706546,321,.81472081,.33620942,333,.84517765,1.5123947,392,.99492383,.17556912,277,.70304567,251,.63705581,812141,30
191,Abu Sayyaf Group (ASG),Philippines,840,561,92,141,261,884,1381,237,4894,1,1,1,1,1,1,1,10,.11463016,.018798528,.053330608,.028810788,.18062934,.28218228,.048426643,.00020433184,.00040866368,.27257866,326.26666,1,13.501754,2.3025851,.19093321,.080812447,.025274726,.033902381,.10947987,.24041338,.18327804,.061271977,284,.27918783,342,.13197969,256.5,.34898478,252,.3604061,293,.25634518,382,.030456852,279,.29187816,310,.21319798,284,.27918783,.43234399,282,.71573603,.52001262,340,.86294419,.14697425,254.5,.64593911,.14697425,.27614373,291,.73857868,1.516373,380,.96446699,.32548186,277,.70304567,.35262609,308,.78172588,252,.6395939,730697,15
410,Baloch Liberation Army,Pakistan,770,30,54,142,168,17,123,82,897,1,1,1,1,1,1,1,9,.033444814,.060200669,.18729097,.15830547,.018952062,.13712375,.09141583,0,.063545153,.24972129,299,1,11.701022,2.1972246,.034995317,.0043215211,.014835165,.034142822,.070469797,.0046233344,.016323822,.021199586,205,.47969544,174.5,.55710661,228,.42131978,253,.35786802,266,.32487309,200.5,.49111676,162,.5888325,251.5,.36167511,205,.47969544,.079242453,203,.51522845,.027808161,174.5,.44289342,.086267494,226,.57360405,.086267494,.17774768,264,.67005074,.029161021,199.5,.50634515,.028989334,161,.40862945,.12200566,249.5,.63324875,253,.64213198,120695,3
360,Revolutionary Nuclei,Greece,350,86,18,145,83,14,277,50,794,1,1,1,1,1,1,1,8,.10831235,.022670025,.10453401,.18261965,.017632242,.34886649,.062972292,0,0,.15239295,30.538462,1,11.493019,2.0794415,.030976905,.012388361,.0049450551,.03486415,.034815438,.0038074518,.036761779,.012926577,202,.48730963,214,.45685279,172.5,.56218272,254,.35532996,228,.42131978,185,.53045684,204,.48223349,227.5,.42258883,202,.48730963,.07014326,200,.5076142,.079716727,212,.53807104,.028755831,172.5,.43781725,.028755831,.087815821,226,.57360405,.024014957,184.5,.46827412,.065284923,202,.51269037,.07439369,225.5,.572335,254,.64467007,98029,26
259,Montoneros,Argentina,160,265,700,148,368,51,2422,267,5153,1,1,1,1,1,1,1,10,.051426355,.1358432,.071414709,.028721133,.0098971473,.47001746,.051814478,.030079566,.021346789,.12943916,572.55554,1,13.682732,2.3025851,.20103776,.038173437,.1923077,.035585478,.15436241,.013870003,.32143331,.069027923,287,.2715736,296.5,.24746193,371,.058375634,255.5,.35152283,316,.19796954,266.5,.32360405,331,.15989847,321.5,.18401015,287,.2715736,.45522448,285,.72335023,.24563876,294.5,.74746192,1.1182823,369,.93654823,1.1182823,.38935205,314,.79695433,.087483063,264.5,.67131978,.57083058,329,.83502537,.39726231,319.5,.81091368,255.5,.64847714,875659,9
116,West Nile Bank Front (WNBF),"Democratic Republic of the Congo, Uganda",490,322,366,148,644,72,1787,217,4231,1,1,1,1,1,1,1,10,.076104939,.08650437,.15220988,.03497991,.017017253,.42235878,.051288113,.015362798,.012999291,.13117467,470.11111,1,13.289624,2.3025851,.16506711,.046384327,.10054945,.035585478,.27013424,.01958118,.23715992,.056101345,273,.30710658,305,.22588833,356,.0964467,255.5,.35152283,342,.13197969,280,.28934011,294,.2538071,306,.22335026,273,.30710658,.37377349,271,.68781728,.29847425,303,.76903552,.5847019,354,.89847714,.5847019,.68136615,340,.86294419,.1235055,278,.70558375,.42117023,292,.74111676,.32286862,304,.7715736,255.5,.64847714,591031,9
384,Hizbul Mujahideen (HM),"Kashmir, Pakistan",770,181,1477,149,667,101,1796,194,5371,1,1,1,1,1,1,1,10,.033699498,.27499536,.12418544,.027741576,.018804692,.33438838,.036119904,.0040960717,.0096816234,.13628747,315.94116,1,13.471923,2.3025851,.20954277,.026073178,.40576923,.035825919,.27978188,.027468044,.23835434,.050155118,292,.25888324,265,.32741117,391,.007614213,257,.34771574,345,.12436548,303,.23096447,295,.25126904,303,.23096447,292,.25888324,.47448295,290,.73604059,.1677759,263,.66751271,2.3595757,389,.98730963,2.3595757,.70570064,343,.87055838,.17325076,301,.76395941,.42329139,293,.74365485,.28864753,301,.76395941,257,.65228426,709221,17
13,People's Liberation Forces (El Salvador),n/a,,26,32,152,136,4,55,23,573,1,1,1,1,1,1,1,9,.045375217,.055846423,.23734729,.2652705,.0069808029,.095986038,.040139616,0,.027923211,.22513089,27.285715,1,11.379999,2.1972246,.022354869,.0037453184,.0087912092,.036547247,.05704698,.0010878433,.00729927,.0059462255,190,.51776648,164,.58375633,199,.49492386,258,.34517765,255.5,.35152283,138,.64974618,118,.70050764,189.5,.51903552,190,.51776648,.050619762,188,.47715735,.024100406,164,.41624364,.051121477,198,.50253808,.051121477,.14389098,253.5,.64340103,.0068614166,138,.35025382,.01296271,118,.29949239,.034221098,188.5,.4784264,258,.65482235,87553,21
420,El Rukn,United States,2,73,162,158,465,32,511,16,1855,1,1,1,1,1,1,1,9,.039353099,.087331533,.25067386,.085175201,.017250674,.27547169,.0086253369,0,.0064690029,.22964959,1855,1,12.360085,2.1972246,.072370477,.010515702,.044505496,.037989903,.19505033,.0087027466,.067816854,.0041365046,233,.40862945,208,.47208121,297,.24619289,259,.3426396,326,.17258883,235,.40355331,224,.43147209,172,.56345177,233,.40862945,.16387375,231,.58629441,.067666523,206,.52284265,.25880247,295,.74873096,.25880247,.4919802,324,.822335,.054891333,233,.59137058,.12043536,222,.56345177,.023805982,171.5,.43527919,259,.65736043,233301,1
327,Tupamaros,Uruguay,165,350,110,160,590,187,1986,106,5265,1,1,1,1,1,1,1,9,.066476732,.020892687,.11206078,.030389363,.03551757,.37720796,.020132953,0,.011585945,.32573599,526.5,1,13.607685,2.1972246,.20540731,.050417747,.03021978,.038470786,.24748322,.050856676,.26357001,.027404344,289,.26649746,311,.21065989,270,.31472081,260,.34010151,335,.14974619,331.5,.15862945,303,.23096447,270,.31472081,289,.26649746,.46511874,287,.7284264,.32442853,309,.78426397,.17573008,268,.68020302,.17573008,.62423295,333,.84517765,.32077122,329.5,.83629441,.46807167,301,.76395941,.15771462,268,.68020302,260,.65989846,812349,10
171,Black December,Pakistan,770,175,40,163,241,104,745,28,2036,1,1,1,1,1,1,1,10,.085952848,.019646365,.11836935,.08005894,.051080551,.36591357,.013752456,.00049115915,.057956778,.20677799,2036,1,12.792205,2.3025851,.079431958,.025208874,.010989011,.039192114,.1010906,.028283928,.098871931,.0072388831,235,.40355331,263,.33248731,211,.46446702,261,.33756346,288,.26903552,305,.22588833,232,.4111675,201,.48984772,235,.40355331,.17986359,233,.59137058,.16221426,261,.66243654,.063901849,209,.53045684,.063901849,.25498328,286,.72588831,.17839684,303,.76903552,.17558579,230,.58375633,.041660469,199,.50507617,261,.66243654,359405,0
5,Armed Islamic Group,Algeria,615,927,114,166,188,2793,1505,389,6914,1,1,1,1,1,1,1,9,.13407579,.016488284,.027191207,.024009256,.40396297,.21767429,.056262657,0,.00028926815,.12004628,493.85715,1,13.419716,2.1972246,.26974094,.133535,.031318683,.039913442,.078859061,.75958663,.19973457,.10056877,339,.13959391,366,.071065992,273,.30710658,262,.33502537,273,.30710658,393,.002538071,284,.27918783,348,.11675127,339,.13959391,.61079413,337,.85532993,.85927218,364,.92385787,.18212026,271,.68781728,.18212026,.19890812,271,.68781728,4.7909842,391,.9923858,.35470688,282,.71573603,.57878292,346,.87817258,262,.66497463,673145,14
15,Lord's Resistance Army (LRA),"Democratic Republic of the Congo, Sudan, Uganda",490,912,72,168,881,233,2769,115,6860,1,1,1,1,1,1,1,9,.13294461,.010495626,.12842566,.024489796,.033965014,.40364432,.016763849,0,.0083090384,.2409621,490,1,13.758595,2.1972246,.26763421,.13137424,.01978022,.040394325,.36954698,.063366875,.36748508,.029731127,337,.14467005,365,.073604062,239,.39340103,263,.33248731,358,.09137056,343,.12944162,342,.13197969,276.5,.29822335,337,.14467005,.60602367,335,.85025382,.84536809,363,.92131978,.11502332,237,.60152286,.11502332,.93211734,356,.90355331,.39967752,341,.86548221,.65261352,340,.86294419,.17110549,274.5,.69670051,263,.66751271,944673,14
288,Islamic Liberation Organization,"Egypt, Lebanon",651,14,261,170,75,11,136,20,782,1,1,1,1,1,1,1,9,.017902814,.33375958,.095907927,.2173913,.014066496,.17391305,.025575448,0,.0089514069,.11253197,43.444443,1,11.434975,2.1972246,.03050874,.0020167099,.0717033,.040875211,.03145973,.0029915692,.018049104,.0051706308,200.5,.49111676,134.5,.65862942,333,.15482233,264.5,.32868022,221.5,.43781725,172.5,.56218272,168,.57360405,180.5,.54187816,200.5,.49111676,.069083162,198.5,.50380713,.012977142,134.5,.34137055,.41695955,331,.84010154,.41695955,.079351641,219.5,.55710661,.018868895,172.5,.43781725,.032053247,167,.42385787,.029757477,179.5,.45558375,264.5,.67131978,92501,18
52,United Self-Defense Forces of Colombia (AUC),Colombia,100,224,40,170,765,129,2353,64,5743,1,1,1,1,1,1,1,9,.039004005,.0069650006,.13320564,.029601254,.022462128,.40971619,.011144001,0,.0062685008,.34163329,574.29999,1,13.817493,2.1972246,.22405587,.032267358,.010989011,.040875211,.32088926,.035082947,.31227604,.016546018,302,.23350254,281.5,.28553298,211,.46446702,264.5,.32868022,354,.10152284,315,.20050761,327,.17005076,240,.39086294,302,.23350254,.50734603,300,.76142132,.20763427,279.5,.70939088,.063901849,209,.53045684,.063901849,.80938679,352,.89340103,.22128068,313,.79441625,.55456829,325,.82487309,.095223926,238,.60406089,264.5,.67131978,1001985,10
45,Pattani United Liberation Organization (PULO),"Malaysia, Thailand",820,217,48,172,290,535,2736,116,5074,1,1,1,1,1,1,1,9,.042767048,.0094599919,.057154119,.033898305,.1054395,.53921956,.022861648,0,.0027591644,.18644068,133.52632,1,13.272845,2.1972246,.19795568,.031259004,.013186813,.041356094,.1216443,.14549905,.36310551,.029989658,286,.27411169,279.5,.29060915,221.5,.43781725,267,.32233503,303,.23096447,372,.055837564,340,.13705584,278,.29441625,286,.27411169,.4482455,284,.7208122,.20114569,277.5,.70431471,.076682217,219.5,.55710661,.076682217,.30682635,301,.76395941,.91771448,370,.93908632,.64483589,338,.85786802,.17259337,276,.70050764,267,.677665,581197,38
175,Amal,Lebanon,660,806,129,172,605,664,3899,92,8052,1,1,1,1,1,1,1,9,.10009935,.016020864,.075136609,.021361152,.082463987,.48422751,.011425733,0,.0083209137,.20094386,350.08694,1,13.940036,2.1972246,.31413859,.11610487,.035439562,.041356094,.25377518,.180582,.51745188,.023784902,357,.09390863,362,.081218272,283,.28172588,267,.32233503,337,.14467005,376,.04568528,372,.055837564,259,.3426396,357,.09390863,.7113269,355,.90101522,.74711257,360,.91370559,.20608346,281,.71319795,.20608346,.64010328,335,.85025382,1.1389952,374,.9492386,.91893828,370,.93908632,.13688439,257,.65228426,267,.677665,1132611,23
286,al-Zulfikar,"Afghanistan, India, Libya, Pakistan, Syria",700,31,89,172,356,12,308,346,1672,1,1,1,1,1,1,1,9,.018540669,.053229664,.21291865,.10287081,.0071770335,.18421052,.2069378,0,.0071770335,.2069378,418,1,12.293154,2.1972246,.065230958,.0044655721,.02445055,.041356094,.14932886,.0032635301,.040875912,.089451917,227,.42385787,177,.5507614,255,.35279188,267,.32233503,314,.20304568,178.5,.54695433,208.5,.47081217,338,.14213198,227,.42385787,.14770722,225,.57106596,.028735099,177,.44923857,.14218161,253,.64213198,.14218161,.37665582,312,.79187816,.02058425,178.5,.4530457,.072591178,206.5,.52411169,.51480436,336,.85279191,267,.677665,218197,4
397,Front for the Liberation of the Cabinda Enclave,Angola,540,160,214,174,274,45,986,637,2875,1,1,1,1,1,1,1,10,.055652175,.07443478,.095304348,.06052174,.015652174,.34295651,.22156522,.0062608696,.0010434783,.1266087,66.860466,1,13.031609,2.3025851,.11216448,.023048112,.058791209,.041836981,.11493289,.012238238,.13085601,.16468459,253,.35786802,254,.35532996,322,.18274112,269,.31725889,298,.24365482,255,.35279188,257,.34771574,367,.068527922,253,.35786802,.25398222,251,.63705581,.14831018,252,.6395939,.34187487,320,.81218272,.34187487,.28989801,296,.75126904,.077190936,253,.64213198,.23238604,255,.64720809,.9477756,365,.92639595,269,.68274111,456621,43
179,Islami Chhatra Shibir (ICS),Bangladesh,771,101,18,177,174,131,1229,24,2435,1,1,1,1,1,1,1,9,.04147844,.0073921969,.071457908,.072689936,.053798769,.50472277,.0098562632,0,.0024640658,.23613963,37.46154,1,12.531033,2.1972246,.094998442,.014549121,.0049450551,.042558309,.07298658,.03562687,.1631055,.0062047569,244,.38071066,225.5,.42766497,172.5,.56218272,270.5,.31345177,269,.31725889,317,.19543147,271,.31218275,192,.51269037,244,.38071066,.2151119,242,.61421317,.093620807,223.5,.56725889,.028755831,172.5,.43781725,.028755831,.18409581,267,.677665,.22471139,315,.79949236,.28965765,269,.68274111,.035708971,190.5,.48350254,270.5,.68654823,276795,65
380,al-Quds Brigades,"Israel, Lebanon, Syria, Gaza/Westbank",666,137,352,177,832,7,4361,2661,9292,1,1,1,1,1,1,1,9,.014743865,.037882049,.089539386,.019048644,.00075333618,.46932846,.28637537,0,.0019371503,.080391735,331.85715,1,13.566994,2.1972246,.3625156,.019734947,.096703298,.042558309,.3489933,.0019037259,.57876575,.68795246,373,.053299494,243,.38324872,352,.10659899,270.5,.31345177,356,.0964467,156,.60406089,383,.027918782,394,0,373,.053299494,.82087052,371,.94162434,.1269906,241,.61167514,.56233627,350,.88832486,.56233627,.88027424,354,.89847714,.012007479,156,.39593908,1.027825,381,.96700507,3.9592323,392,.99492383,270.5,.68654823,779957,28
240,Abu Nidal Organization (ANO),"Iraq, Libya, Syria",645,240,535,178,845,76,2643,470,5821,1,1,1,1,1,1,1,10,.04123003,.091908604,.14516406,.030578939,.013056176,.45404568,.080742143,.015804844,.0041230028,.12334651,291.04999,1,13.727637,2.3025851,.22709894,.034572169,.14697802,.04279875,.35444632,.020669024,.35076311,.12150983,306,.22335026,289,.26649746,364,.076142132,272.5,.30837563,357,.09390863,284.5,.27791879,337,.14467005,357,.09390863,306,.22335026,.51423669,304,.7715736,.22246529,287,.7284264,.85468721,362,.9187817,.85468721,.89402854,355,.90101522,.13036692,282.5,.71700507,.62291712,335,.85025382,.69930071,355,.90101522,272.5,.69162434,915877,20
293,TKP/ML-TIKKO,Turkey,640,6,8,178,72,17,26,4,382,1,1,1,1,1,1,1,8,.015706806,.020942409,.18848167,.46596858,.04450262,.068062827,.010471204,0,0,.18586387,11.235294,1,10.543577,2.0794415,.014903245,.00086430425,.0021978023,.04279875,.030201342,.0046233344,.0034505641,.0010341262,161.5,.59010154,95.5,.7576142,133.5,.6611675,272.5,.30837563,216,.45177665,200.5,.49111676,85,.78426397,107.5,.72715735,161.5,.59010154,.033746507,160.5,.4073604,.0055616321,95.5,.24238579,.012780369,133.5,.3388325,.012780369,.076177575,214,.54314721,.029161021,199.5,.50634515,.0061278264,85,.21573605,.0059514954,107.5,.27284265,272.5,.69162434,37933,34
342,Bersatu,Thailand,800,4018,104,181,145,270,2010,127,7401,1,1,1,1,1,1,1,10,.54289961,.014052155,.019591946,.024456155,.036481556,.27158493,.017159844,.00040535064,.0013511687,.072017297,435.35294,1,13.827584,2.3025851,.28874063,.57879573,.028571429,.043520078,.060822148,.073429428,.26675513,.032833505,348,.11675127,395,-.002538071,265.5,.32614213,274,.30456853,259,.3426396,352,.10659899,304,.2284264,283,.28172588,348,.11675127,.65381652,346,.87817258,3.7244396,393,.99746192,.1661448,263.5,.6687817,.1661448,.15341318,257,.65228426,.46314561,350,.88832486,.47372812,302,.76649743,.18895997,281,.71319795,274,.69543147,1012147,17
43,South-West Africa People's Organization (SWAPO),"Angola, Namibia, Namibia (South West Africa)",540,555,128,184,596,391,2910,97,6387,1,1,1,1,1,1,1,9,.086895257,.020040708,.093314543,.028808517,.061218098,.45561296,.015187099,0,.0045404728,.23438235,220.24138,1,13.851131,2.1972246,.2491807,.079948142,.035164837,.044241406,.25,.10633669,.38619775,.025077559,322,.18274112,340.5,.1357868,279.5,.29060915,275,.30203044,336,.14720812,362.5,.079949237,346,.12182741,263,.33248731,322,.18274112,.56423807,320,.81218272,.51445097,338.5,.85913706,.20448591,277.5,.70431471,.20448591,.63058108,334,.84771574,.67070347,360.5,.91497463,.6858452,344,.87309647,.14432377,261,.66243654,275,.69796956,1036263,29
115,DHKP/C,Turkey,640,212,1027,185,1398,29,2516,177,6557,1,1,1,1,1,1,1,10,.032331858,.15662651,.21320726,.028214123,.0044227545,.38371205,.026994051,.026536526,.0024401403,.12551472,546.41669,1,13.460712,2.3025851,.25581303,.030538749,.28214285,.044481847,.58640939,.0078868642,.33390844,.045760084,327,.17005076,277.5,.29568529,383,.027918782,276,.29949239,387,.017766498,229.5,.41751269,333,.15482233,299,.24111675,327,.17005076,.57925612,325,.82487309,.196511,275.5,.6992386,1.64068,381,.96700507,1.64068,1.4791147,385,.97715735,.049745269,227.5,.57741117,.59298503,331,.84010154,.26335368,297,.75380713,276,.70050764,701315,12
19,National Army for the Liberation of Uganda (NALU),"Democratic Republic of the Congo, Uganda",490,822,80,196,88,374,1059,387,3407,1,1,1,1,1,1,1,10,.24126798,.023481069,.025829175,.057528619,.10977399,.31083065,.11358967,.0011740534,.00029351335,.11623129,189.27777,1,13.007148,2.3025851,.13291979,.11840968,.021978023,.047126714,.03691275,.10171335,.14054413,.10005171,262,.33502537,363,.078680202,246.5,.37436548,277.5,.29568529,231.5,.41243654,360.5,.085025378,260,.34010151,347,.11928934,262,.33502537,.30097997,260,.65989846,.76194358,361,.91624367,.1278037,244.5,.62055838,.1278037,.093105927,229.5,.58248729,.64154243,358.5,.90989846,.24959108,258,.65482235,.57580715,345,.87563449,277.5,.70431471,445587,18
200,Tigray Peoples Liberation Front (TPLF),Ethiopia,530,1974,177,196,193,1601,2213,598,7586,1,1,1,1,1,1,1,10,.26021618,.023332454,.025441604,.025837068,.21104667,.29172158,.078829423,.0039546532,.00026364357,.079356708,505.73334,1,13.658683,2.3025851,.29595819,.28435609,.048626374,.047126714,.080956377,.43540931,.29369608,.15460186,351,.10913706,389,.012690355,308,.21827412,277.5,.29568529,277,.2969543,388,.015228426,319,.19035533,364.5,.074873097,351,.10913706,.6701597,349,.88578683,1.829777,387,.98223352,.28276569,306,.77664977,.28276569,.20419823,275,.69796956,2.7462819,386,.97969544,.52157229,317,.80456853,.88974857,362.5,.92005074,277.5,.70431471,854851,15
68,Manuel Rodriguez Patriotic Front,Chile,155,1062,170,208,272,187,1371,267,4457,1,1,1,1,1,1,1,9,.23827687,.038142249,.061027598,.046668161,.041956473,.30760601,.059905767,0,.00022436616,.20619251,371.41666,1,13.197669,2.1972246,.17388421,.15298185,.046703298,.050012022,.11409396,.050856676,.1819509,.069027923,277,.2969543,369,.063451774,303.5,.22969542,279,.29187816,296.5,.24746193,331.5,.15862945,278,.29441625,321.5,.18401015,277,.2969543,.39373869,275,.69796956,.98440892,367,.93147206,.27158284,301.5,.76522845,.27158284,.28778195,294.5,.74746192,.32077122,329.5,.83629441,.323125,276,.70050764,.39726231,319.5,.81091368,279,.70812184,539107,12
366,Islamic Action Organization,"Iran, Iraq, Syria",630,154,52,211,25,11,3754,1418,6637,1,1,1,1,1,1,1,8,.023203254,.0078348648,.0037667621,.031791471,.0016573754,.56561702,.21365075,0,0,.15247853,158.0238,1,13.107715,2.0794415,.25893414,.022183809,.014285714,.05073335,.010486578,.0029915692,.49820837,.36659771,330,.16243654,251,.36294416,225.5,.42766497,280,.28934011,164,.58375633,172.5,.56218272,371,.058375634,392,.005076142,330,.16243654,.5863235,328,.83248729,.14274856,249,.6319797,.083072402,223.5,.56725889,.083072402,.026450548,164,.41624364,.018868895,172.5,.43781725,.88476384,369,.93654823,2.1098051,390,.98984772,280,.71065992,492729,42
158,Islamic Army in Iraq,Iraq,645,555,179,214,452,2469,3727,63,9548,1,1,1,1,1,1,1,9,.058127355,.018747382,.047339756,.022413071,.25858819,.39034352,.0065982407,0,.0025136154,.19532886,4774,1,13.956527,2.1972246,.37250313,.079948142,.049175825,.051454678,.18959731,.6714713,.49462509,.016287487,375,.04822335,340.5,.1357868,309.5,.214467,281,.28680202,325,.17512691,392,.005076142,370,.060913704,238.5,.39467004,375,.04822335,.84348601,373,.94670051,.51445097,338.5,.85913706,.28596076,307.5,.78045684,.28596076,.47822592,323,.81979698,4.2352095,390,.98984772,.87840033,368,.93401015,.093736053,236.5,.60025382,281,.71319795,1151443,2
24,Farabundo Marti National Liberation Front,El Salvador,92,452,774,215,748,116,3228,783,7505,1,1,1,1,1,1,1,10,.060226515,.10313125,.099666886,.028647568,.015456363,.43011326,.10433044,.019586941,.0038640907,.13497669,625.41669,1,13.897676,2.3025851,.29279807,.065110922,.21263736,.05169512,.3137584,.031547457,.42840078,.2024302,349,.1142132,323.5,.17893401,377,.043147206,282,.28426397,352,.10659899,308,.21827412,355,.09898477,375,.04822335,349,.1142132,.66300404,347,.88071066,.41897628,321.5,.81598985,1.2365007,375,.95177662,1.2365007,.79140037,350,.88832486,.19898108,306,.77664977,.76079321,353,.89593911,1.1650052,373,.94670051,282,.71573603,1085635,12
